C:\Users\Acer>jmap -histo 9728
No dump file specified
Позволяет увидеть какие объекты созданы и в каком количестве
 номер		кол-во			вес		имя класса
 num     #instances         #bytes  class name (module)
-------------------------------------------------------
1139:             1             16  jdk.internal.reflect.GeneratedMethodAccessor19 (java.base@15)
1140:             1             16  jdk.internal.reflect.GeneratedMethodAccessor20 (java.base@15)
1141:             1             16  jdk.internal.reflect.GeneratedMethodAccessor21 (java.base@15)
1142:             1             16  jdk.internal.reflect.GeneratedMethodAccessor22 (java.base@15)
1143:             1             16  jdk.internal.reflect.GeneratedMethodAccessor23 (java.base@15)
1144:             1             16  jdk.internal.reflect.GeneratedMethodAccessor25 (java.base@15)
1145:             1             16  jdk.internal.reflect.GeneratedMethodAccessor27 (java.base@15)
1146:             1             16  jdk.internal.reflect.GeneratedMethodAccessor28 (java.base@15)
1147:             1             16  jdk.internal.reflect.GeneratedMethodAccessor29 (java.base@15)
1148:             1             16  jdk.internal.reflect.GeneratedMethodAccessor30 (java.base@15)
1149:             1             16  jdk.internal.reflect.GeneratedMethodAccessor31 (java.base@15)
1150:             1             16  jdk.internal.reflect.GeneratedMethodAccessor32 (java.base@15)
1151:             1             16  jdk.internal.reflect.GeneratedMethodAccessor33 (java.base@15)
1152:             1             16  jdk.internal.reflect.GeneratedMethodAccessor34 (java.base@15)
1153:             1             16  jdk.internal.reflect.GeneratedMethodAccessor35 (java.base@15)
1154:             1             16  jdk.internal.reflect.GeneratedMethodAccessor36 (java.base@15)
1155:             1             16  jdk.internal.reflect.GeneratedMethodAccessor37 (java.base@15)
1156:             1             16  jdk.internal.reflect.GeneratedMethodAccessor38 (java.base@15)
1157:             1             16  jdk.internal.reflect.GeneratedMethodAccessor39 (java.base@15)
1158:             1             16  jdk.internal.reflect.GeneratedMethodAccessor40 (java.base@15)
1159:             1             16  jdk.internal.reflect.GeneratedMethodAccessor41 (java.base@15)
1160:             1             16  jdk.internal.reflect.GeneratedMethodAccessor42 (java.base@15)
1161:             1             16  jdk.internal.reflect.GeneratedMethodAccessor43 (java.base@15)
1162:             1             16  jdk.internal.reflect.GeneratedMethodAccessor44 (java.base@15)
1163:             1             16  jdk.internal.reflect.GeneratedMethodAccessor45 (java.base@15)
1164:             1             16  jdk.internal.reflect.GeneratedMethodAccessor46 (java.base@15)
1165:             1             16  jdk.internal.reflect.GeneratedMethodAccessor47 (java.base@15)
1166:             1             16  jdk.internal.reflect.GeneratedMethodAccessor48 (java.base@15)
1167:             1             16  jdk.internal.reflect.GeneratedMethodAccessor49 (java.base@15)
1168:             1             16  jdk.internal.reflect.GeneratedMethodAccessor5
1169:             1             16  jdk.internal.reflect.GeneratedMethodAccessor50 (java.base@15)
1170:             1             16  jdk.internal.reflect.GeneratedMethodAccessor51 (java.base@15)
1171:             1             16  jdk.internal.reflect.GeneratedMethodAccessor52 (java.base@15)
1172:             1             16  jdk.internal.reflect.GeneratedMethodAccessor53 (java.base@15)
1173:             1             16  jdk.internal.reflect.GeneratedMethodAccessor54 (java.base@15)
1174:             1             16  jdk.internal.reflect.GeneratedMethodAccessor55 (java.base@15)
1175:             1             16  jdk.internal.reflect.GeneratedMethodAccessor56 (java.base@15)
1176:             1             16  jdk.internal.reflect.GeneratedMethodAccessor57 (java.base@15)
1177:             1             16  jdk.internal.reflect.GeneratedMethodAccessor58 (java.base@15)
1178:             1             16  jdk.internal.reflect.GeneratedMethodAccessor59 (java.base@15)
1179:             1             16  jdk.internal.reflect.GeneratedMethodAccessor60 (java.base@15)
1180:             1             16  jdk.internal.reflect.GeneratedMethodAccessor61 (java.base@15)
1181:             1             16  jdk.internal.reflect.GeneratedMethodAccessor62 (java.base@15)
1182:             1             16  jdk.internal.reflect.GeneratedMethodAccessor63 (java.base@15)
1183:             1             16  jdk.internal.reflect.GeneratedMethodAccessor8 (java.base@15)
1184:             1             16  jdk.internal.reflect.GeneratedMethodAccessor80 (java.base@15)
1185:             1             16  jdk.internal.reflect.GeneratedMethodAccessor81 (java.base@15)
1186:             1             16  jdk.internal.reflect.GeneratedMethodAccessor82 (java.base@15)
1187:             1             16  jdk.internal.reflect.GeneratedMethodAccessor83 (java.base@15)
1188:             1             16  jdk.internal.reflect.GeneratedMethodAccessor84 (java.base@15)
1189:             1             16  jdk.internal.reflect.GeneratedMethodAccessor85 (java.base@15)
1190:             1             16  jdk.internal.reflect.GeneratedMethodAccessor86 (java.base@15)
1191:             1             16  jdk.internal.reflect.GeneratedMethodAccessor87 (java.base@15)
1192:             1             16  jdk.internal.reflect.GeneratedMethodAccessor88 (java.base@15)
1193:             1             16  jdk.internal.reflect.GeneratedMethodAccessor89 (java.base@15)
1194:             1             16  jdk.internal.reflect.GeneratedMethodAccessor90 (java.base@15)
1195:             1             16  jdk.internal.reflect.GeneratedMethodAccessor91 (java.base@15)
1196:             1             16  jdk.internal.reflect.GeneratedMethodAccessor93 (java.base@15)
1197:             1             16  jdk.internal.reflect.GeneratedMethodAccessor94 (java.base@15)
1198:             1             16  jdk.internal.reflect.GeneratedMethodAccessor95 (java.base@15)
1199:             1             16  jdk.internal.reflect.GeneratedMethodAccessor96 (java.base@15)
1200:             1             16  jdk.internal.reflect.GeneratedMethodAccessor97 (java.base@15)
1201:             1             16  jdk.internal.reflect.GeneratedMethodAccessor98 (java.base@15)
1202:             1             16  jdk.internal.reflect.GeneratedMethodAccessor99 (java.base@15)
1203:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor221 (java.base@15)
1204:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor222 (java.base@15)
1205:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor223 (java.base@15)
1206:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor224 (java.base@15)
1207:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor225 (java.base@15)
1208:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor226 (java.base@15)
1209:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor227 (java.base@15)
1210:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@15)
1211:             1             16  jdk.internal.util.Preconditions$1 (java.base@15)
1212:             1             16  jdk.jfr.FlightRecorderPermission$InternalAccess (jdk.jfr@15)
1213:             1             16  jdk.jfr.internal.JVM (jdk.jfr@15)
1214:             1             16  jdk.jfr.internal.SecuritySupport$Privileged (jdk.jfr@15)
1215:             1             16  jdk.jfr.internal.consumer.FileAccess$UnPrivileged (jdk.jfr@15)
1216:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@15)
1217:             1             16  jdk.net.ExtendedSocketOptions$PlatformSocketOptions (jdk.net@15)
1218:             1             16  org.postgresql.Driver
1219:             1             16  org.postgresql.core.CachedQueryCreateAction
1220:             1             16  org.postgresql.core.Encoding$2
1221:             1             16  org.postgresql.core.QueryExecutorBase$1
1222:             1             16  org.postgresql.jdbc.QueryExecutorTimeZoneProvider
1223:             1             16  ru.job4j.tracker.ConsoleInput
1224:             1             16  ru.job4j.tracker.CreateAction
1225:             1             16  ru.job4j.tracker.DeleteAction
1226:             1             16  ru.job4j.tracker.EditAction
1227:             1             16  ru.job4j.tracker.ExitAction
1228:             1             16  ru.job4j.tracker.FindByIdAction
1229:             1             16  ru.job4j.tracker.FindByNameAction
1230:             1             16  ru.job4j.tracker.ShowAllAction
1231:             1             16  ru.job4j.tracker.SqlTracker
1232:             1             16  ru.job4j.tracker.StartUI
1233:             1             16  sun.management.ClassLoadingImpl (java.management@15)
1234:             1             16  sun.management.ManagementFactoryHelper$$Lambda$138/0x0000000800c551a8 (java.management@15)
1235:             1             16  sun.management.ManagementFactoryHelper$$Lambda$139/0x0000000800c557e8 (java.management@15)
1236:             1             16  sun.management.ManagementFactoryHelper$$Lambda$86/0x0000000800c132d8 (java.management@15)
1237:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter (jdk.management.agent@15)
1238:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory (jdk.management.agent@15)
1239:             1             16  sun.net.DefaultProgressMeteringPolicy (java.base@15)
1240:             1             16  sun.net.spi.DefaultProxySelector (java.base@15)
1241:             1             16  sun.net.www.protocol.file.Handler (java.base@15)
1242:             1             16  sun.net.www.protocol.jar.Handler (java.base@15)
1243:             1             16  sun.net.www.protocol.jar.JarFileFactory (java.base@15)
1244:             1             16  sun.net.www.protocol.jrt.Handler (java.base@15)
1245:             1             16  sun.nio.ch.ExtendedSocketOption$1 (java.base@15)
1246:             1             16  sun.nio.ch.FileChannelImpl$1 (java.base@15)
1247:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@15)
1248:             1             16  sun.nio.ch.Net$1 (java.base@15)
1249:             1             16  sun.nio.ch.SocketDispatcher (java.base@15)
1250:             1             16  sun.nio.ch.Util$1 (java.base@15)
1251:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@15)
1252:             1             16  sun.nio.fs.WindowsChannelFactory$1 (java.base@15)
1253:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@15)
1254:             1             16  sun.reflect.generics.tree.BottomSignature (java.base@15)
1255:             1             16  sun.reflect.generics.tree.LongSignature (java.base@15)
1256:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@15)
1257:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@15)
1258:             1             16  sun.rmi.runtime.Log$$Lambda$100/0x0000000800c1e550 (java.rmi@15)
1259:             1             16  sun.rmi.runtime.Log$LoggerLogFactory (java.rmi@15)
1260:             1             16  sun.rmi.runtime.RuntimeUtil (java.rmi@15)
1261:             1             16  sun.rmi.runtime.RuntimeUtil$$Lambda$119/0x0000000800c28ce0 (java.rmi@15)
1262:             1             16  sun.rmi.server.LoaderHandler$$Lambda$131/0x0000000800c3a2d0 (java.rmi@15)
1263:             1             16  sun.rmi.server.LoaderHandler$$Lambda$132/0x0000000800c3a4e8 (java.rmi@15)
1264:             1             16  sun.rmi.server.MarshalInputStream$$Lambda$128/0x0000000800c36410 (java.rmi@15)
1265:             1             16  sun.rmi.server.UnicastRef (java.rmi@15)
1266:             1             16  sun.rmi.server.UnicastRef$$Lambda$103/0x0000000800c20ef0 (java.rmi@15)
1267:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$104/0x0000000800c21108 (java.rmi@15)
1268:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$105/0x0000000800c21320 (java.rmi@15)
1269:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$106/0x0000000800c21538 (java.rmi@15)
1270:             1             16  sun.rmi.server.UnicastServerRef$HashToMethod_Maps (java.rmi@15)
1271:             1             16  sun.rmi.server.Util$$Lambda$102/0x0000000800c20cd8 (java.rmi@15)
1272:             1             16  sun.rmi.server.Util$$Lambda$99/0x0000000800c1d928 (java.rmi@15)
1273:             1             16  sun.rmi.transport.DGCAckHandler$$Lambda$133/0x0000000800c43da8 (java.rmi@15)
1274:             1             16  sun.rmi.transport.DGCImpl$$Lambda$116/0x0000000800c28268 (java.rmi@15)
1275:             1             16  sun.rmi.transport.DGCImpl$$Lambda$117/0x0000000800c28480 (java.rmi@15)
1276:             1             16  sun.rmi.transport.DGCImpl$$Lambda$118/0x0000000800c28698 (java.rmi@15)
1277:             1             16  sun.rmi.transport.DGCImpl$$Lambda$120/0x0000000800c2aed8 (java.rmi@15)
1278:             1             16  sun.rmi.transport.DGCImpl$1 (java.rmi@15)
1279:             1             16  sun.rmi.transport.DGCImpl$2$$Lambda$121/0x0000000800c2b510 (java.rmi@15)
1280:             1             16  sun.rmi.transport.DGCImpl_Skel (java.rmi@15)
1281:             1             16  sun.rmi.transport.DGCImpl_Stub (java.rmi@15)
1282:             1             16  sun.rmi.transport.ObjectTable$$Lambda$115/0x0000000800c27a78 (java.rmi@15)
1283:             1             16  sun.rmi.transport.Transport$$Lambda$110/0x0000000800c23358 (java.rmi@15)
1284:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$123/0x0000000800c34318 (java.rmi@15)
1285:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$124/0x0000000800c34530 (java.rmi@15)
1286:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$125/0x0000000800c34748 (java.rmi@15)
1287:             1             16  sun.rmi.transport.tcp.TCPDirectSocketFactory (java.rmi@15)
1288:             1             16  sun.rmi.transport.tcp.TCPEndpoint$$Lambda$108/0x0000000800c22890 (java.rmi@15)
1289:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$111/0x0000000800c23570 (java.rmi@15)
1290:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$112/0x0000000800c23788 (java.rmi@15)
1291:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$113/0x0000000800c239a0 (java.rmi@15)
1292:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$114/0x0000000800c26240 (java.rmi@15)
1293:             1             16  sun.rmi.transport.tcp.TCPTransport$1 (java.rmi@15)
1294:             1             16  sun.security.jca.ProviderConfig$ProviderLoader (java.base@15)
1295:             1             16  sun.security.provider.AbstractDrbg$$Lambda$66/0x0000000800b8e898 (java.base@15)
1296:             1             16  sun.security.provider.AbstractDrbg$SeederHolder$$Lambda$67/0x0000000800b92f10 (java.base@15)
1297:             1             16  sun.security.provider.DRBG$$Lambda$65/0x0000000800b8d388 (java.base@15)
1298:             1             16  sun.security.provider.NativeSeedGenerator (java.base@15)
1299:             1             16  sun.security.util.ByteArrayLexOrder (java.base@15)
1300:             1             16  sun.security.util.ByteArrayTagOrder (java.base@15)
1301:             1             16  sun.security.util.KnownOIDs$$Lambda$64/0x0000000800b8cb00 (java.base@15)
1302:             1             16  sun.util.calendar.Gregorian (java.base@15)
1303:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@15)
1304:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@15)
1305:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@15)
1306:             1             16  sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$23/0x0000000800b65120 (java.base@15)
1307:             1             16  sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$24/0x0000000800b65358 (java.base@15)
1308:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@15)
1309:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@15)
1310:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@15)
1311:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@15)
Total        102471        4448584
